generation,best_fitness,avg_fitness,worst_fitness,std_fitness
0,10.983609388438023,10.983609388438023,10.983609388438023,0.0
1,10.983609388438023,10.983609388438023,10.983609388438023,0.0
2,10.983609388438023,10.983609388438023,10.983609388438023,0.0
3,10.983609388438023,10.983609388438023,10.983609388438023,0.0
4,10.983609388438023,10.983609388438023,10.983609388438023,0.0
5,10.983609388438023,10.983609388438023,10.983609388438023,0.0
6,10.983609388438023,10.983609388438023,10.983609388438023,0.0
7,10.983609388438023,10.983609388438023,10.983609388438023,0.0
8,10.983609388438023,10.983609388438023,10.983609388438023,0.0
9,10.983609388438023,10.983609388438023,10.983609388438023,0.0
10,10.983609388438023,10.983609388438023,10.983609388438023,0.0
11,10.983609388438023,10.983609388438023,10.983609388438023,0.0
12,10.983609388438023,10.983609388438023,10.983609388438023,0.0
13,10.983609388438023,10.983609388438023,10.983609388438023,0.0
14,10.983609388438023,10.983609388438023,10.983609388438023,0.0
15,10.983609388438023,10.983609388438023,10.983609388438023,0.0
16,10.983609388438023,10.983609388438023,10.983609388438023,0.0
17,10.983609388438023,10.983609388438023,10.983609388438023,0.0
18,10.983609388438023,10.983609388438023,10.983609388438023,0.0
19,10.983609388438023,10.983609388438023,10.983609388438023,0.0
20,10.983609388438023,10.983609388438023,10.983609388438023,0.0
21,10.983609388438023,10.983609388438023,10.983609388438023,0.0
22,10.983609388438023,10.983609388438023,10.983609388438023,0.0
23,10.983609388438023,10.983609388438023,10.983609388438023,0.0
24,10.983609388438023,10.983609388438023,10.983609388438023,0.0
25,10.983609388438023,10.983609388438023,10.983609388438023,0.0
26,10.983609388438023,10.983609388438023,10.983609388438023,0.0
27,10.983609388438023,10.983609388438023,10.983609388438023,0.0
28,10.983609388438023,10.983609388438023,10.983609388438023,0.0
29,10.983609388438023,10.983609388438023,10.983609388438023,0.0
